method,eps,cumsum_opers,log_errs
aesplocgd,1e-10,48419706,-12.102562434383847
aesplocgd,1e-10,50277157,-12.316052344653492
aesplocgd,1e-10,52156050,-12.44274489397218
aesplocgd,1e-10,54097567,-12.606327781587021
aesplocgd,1e-10,56059920,-12.788640916172108
aesplocgd,1e-10,58030364,-12.976782121044964
aesplocgd,1e-10,60049995,-13.185744603367775
aesplocgd,1e-10,62030570,-13.397055329745227
aesplocgd,1e-10,63946698,-13.59165366448831
aesplocgd,1e-10,65813763,-13.738946378295198
aesplocgd,1e-10,67759456,-13.905387626924965
aesplocgd,1e-10,69642843,-14.09308513500149
locgd,1e-10,1,-1.2950033898639888
locgd,1e-10,3,-1.4912931698463163
locgd,1e-10,90,-2.2689623953499307
locgd,1e-10,1234,-2.572806255590254
locgd,1e-10,61331,-3.1567714973697734
locgd,1e-10,947087,-3.651567705273106
locgd,1e-10,2775693,-4.142264999162362
locgd,1e-10,4893215,-4.728804926391589
locgd,1e-10,7120274,-5.152400373305678
locgd,1e-10,9387893,-5.804855802766494
locgd,1e-10,11675052,-6.166119106351338
locgd,1e-10,13971541,-6.879732405337454
locgd,1e-10,16273404,-7.172633820925951
locgd,1e-10,18578267,-7.9532358872419
locgd,1e-10,20884978,-8.163121684232461
locgd,1e-10,23193443,-8.477541575409695
locgd,1e-10,25502968,-8.65125504367394
locgd,1e-10,27813093,-8.834202692486961
locgd,1e-10,30123895,-9.01414068532028
locgd,1e-10,32435107,-9.199566059352868
locgd,1e-10,34746438,-9.383779757768329
locgd,1e-10,37057898,-9.571344153202602
locgd,1e-10,39369290,-9.758632802734063
locgd,1e-10,41680632,-9.948060814941753
locgd,1e-10,43991385,-10.137674739796333
locgd,1e-10,46301830,-10.328739945917224
locgd,1e-10,48612017,-10.52020545844868
locgd,1e-10,50921526,-10.712731044249749
locgd,1e-10,53230724,-10.905752253662389
locgd,1e-10,55538930,-11.099616185715655
locgd,1e-10,57845834,-11.294024092543678
locgd,1e-10,60150229,-11.489167754441072
locgd,1e-10,62452589,-11.684899498205173
locgd,1e-10,64752578,-11.8813418889485
locgd,1e-10,67045030,-12.078441700513567
locgd,1e-10,69329470,-12.276302524128543
locgd,1e-10,71592037,-12.474942422172894
locgd,1e-10,73805818,-12.674481371142722
locgd,1e-10,75967314,-12.875005979209787
locgd,1e-10,78109885,-13.076682516235449
locgd,1e-10,80205665,-13.279642589651651
locgd,1e-10,81963537,-13.483987365716144
locgd,1e-10,82839015,-13.689657680051772
locgd,1e-10,83406563,-13.689657680051772
locgd,1e-10,84047850,-13.772668059517745
locgd,1e-10,84761583,-13.772668059517745
locgd,1e-10,85164260,-13.927271369146778
locgd,1e-10,85481485,-13.927271369146778
locgd,1e-10,85642462,-13.927271369146778
locgd,1e-10,85791556,-13.927271369146778
locgd,1e-10,85878418,-14.069807402676163
locgd,1e-10,85936976,-14.069807402676163
locgd,1e-10,85998388,-14.069807402676163
locgd,1e-10,86087405,-14.069807402676163
locgd,1e-10,86192766,-14.069807402676163
locgd,1e-10,86255671,-14.069807402676163
locgd,1e-10,86301442,-14.069807402676163
locgd,1e-10,86342456,-14.069807402676163
locgd,1e-10,86382201,-14.069807402676163
locgd,1e-10,86426991,-14.069807402676163
locgd,1e-10,86480199,-14.069807402676163
locgd,1e-10,86566428,-14.069807402676163
locgd,1e-10,86677999,-14.069807402676163
locgd,1e-10,86815743,-14.069807402676163
locgd,1e-10,86910761,-14.245198561129941
locgd,1e-10,86943787,-14.245198561129941
locgd,1e-10,86967326,-14.245198561129941
locgd,1e-10,86998285,-14.245198561129941
locgd,1e-10,87024166,-14.245198561129941
locgd,1e-10,87037728,-14.245198561129941
locgd,1e-10,87042371,-14.245198561129941
locgd,1e-10,87043305,-14.245198561129941
locgd,1e-10,87043867,-14.245198561129941
locgd,1e-10,87044258,-14.245198561129941
locgd,1e-10,87044617,-14.245198561129941
locgd,1e-10,87044859,-14.245198561129941
locgd,1e-10,87045039,-14.245198561129941
locgd,1e-10,87045219,-14.245198561129941
locgd,1e-10,87045261,-14.245198561129941
locgd,1e-10,87045324,-14.245198561129941
locgd,1e-10,87045349,-14.245198561129941
locgd,1e-10,87045386,-14.245198561129941
locgd,1e-10,87045389,-14.245198561129941
locgd,1e-10,87045406,-14.245198561129941
locgd,1e-10,87045411,-14.245198561129941
appr,1e-10,1,-1.2950033898639888
appr,1e-10,4,-1.4912931698463163
appr,1e-10,93,-1.7143463148664646
appr,1e-10,1324,-1.7143463148664646
appr,1e-10,61755,-2.0026866763982194
appr,1e-10,619950,-2.0026866763982194
appr,1e-10,1952332,-2.3140061412352653
appr,1e-10,3800213,-2.6338633551116355
appr,1e-10,5809411,-2.956916689667358
appr,1e-10,7920251,-3.281133731416837
appr,1e-10,10103409,-3.605735387303702
appr,1e-10,12329903,-3.9304242647333156
appr,1e-10,14578968,-4.255088704531874
appr,1e-10,16844846,-4.57968832812817
appr,1e-10,19123413,-4.904209675439815
appr,1e-10,21410828,-5.027646925268152
appr,1e-10,23704296,-5.2286490282063385
appr,1e-10,26002018,-5.5530057883533805
appr,1e-10,28302986,-5.877279948118606
appr,1e-10,30606224,-6.201471137629119
appr,1e-10,32911394,-6.525578271902366
appr,1e-10,35218090,-6.849249620231763
appr,1e-10,37525958,-7.153223895713298
appr,1e-10,39834793,-7.456692074008986
appr,1e-10,42144501,-7.759459611598901
appr,1e-10,44454981,-8.061336567222815
appr,1e-10,46765793,-8.362134434507944
appr,1e-10,49077212,-8.661663770370003
appr,1e-10,51388802,-8.95973249175396
appr,1e-10,53700533,-9.156379724063388
appr,1e-10,56012598,-9.28252958260919
appr,1e-10,58324801,-9.40950143278224
appr,1e-10,60637005,-9.53722410076898
appr,1e-10,62949197,-9.665635325934412
appr,1e-10,65261365,-9.794680569524154
appr,1e-10,67573454,-9.924312013777985
appr,1e-10,69885231,-10.054487723030059
appr,1e-10,72196758,-10.185170943087835
appr,1e-10,74508185,-10.316329519151145
appr,1e-10,76819255,-10.447935416621524
appr,1e-10,79130000,-10.579964331030942
appr,1e-10,81440434,-10.712395376611576
appr,1e-10,83750280,-10.845210845114769
appr,1e-10,86059366,-10.978396027330687
appr,1e-10,88367790,-11.1119390841238
appr,1e-10,90675336,-11.245831009015742
appr,1e-10,92981757,-11.380065569112551
appr,1e-10,95286496,-11.514639408298036
appr,1e-10,97589090,-11.64955210733484
appr,1e-10,99889345,-11.784806318035814
appr,1e-10,102185584,-11.920407980041341
appr,1e-10,104475280,-12.056366660504636
appr,1e-10,106754343,-12.19269569908534
appr,1e-10,109019164,-12.329412923803892
appr,1e-10,111267835,-12.466539996562965
appr,1e-10,113496981,-12.60410322581572
appr,1e-10,115703677,-12.742128627597173
appr,1e-10,117889808,-12.879747874511995
appr,1e-10,120040666,-13.015561000168548
appr,1e-10,122064301,-13.152037185940458
appr,1e-10,123888195,-13.288618366411857
appr,1e-10,125523229,-13.297415915630927
appr,1e-10,126953274,-13.441262832601216
appr,1e-10,128202169,-13.572653758309007
appr,1e-10,129299864,-13.591136298924255
appr,1e-10,130248925,-13.717066082630803
appr,1e-10,131027333,-13.740651883735747
appr,1e-10,131671852,-13.740651883735747
appr,1e-10,132192931,-13.740651883735747
appr,1e-10,132605989,-13.860602815057735
appr,1e-10,132923075,-13.860602815057735
appr,1e-10,133181541,-13.860602815057735
appr,1e-10,133370168,-13.889438200186277
appr,1e-10,133501172,-13.889438200186277
appr,1e-10,133594712,-13.889438200186277
appr,1e-10,133666965,-13.889438200186277
appr,1e-10,133721554,-13.889438200186277
appr,1e-10,133760850,-13.889438200186277
appr,1e-10,133787782,-13.889438200186277
appr,1e-10,133805035,-13.889438200186277
appr,1e-10,133815406,-13.889438200186277
appr,1e-10,133822237,-13.889438200186277
appr,1e-10,133826217,-13.889438200186277
appr,1e-10,133828318,-13.889438200186277
appr,1e-10,133829889,-13.889438200186277
appr,1e-10,133831192,-13.889438200186277
appr,1e-10,133835652,-13.889438200186277
appr,1e-10,133839139,-13.889438200186277
appr,1e-10,133842137,-13.889438200186277
appr,1e-10,133843830,-13.889438200186277
appr,1e-10,133845112,-13.889438200186277
appr,1e-10,133845973,-13.889438200186277
appr,1e-10,133846249,-13.889438200186277
appr,1e-10,133846296,-13.889438200186277
appr,1e-10,133846297,-13.889438200186277
appropt,1e-10,1,-1.2950033898639888
appropt,1e-10,3,-1.4912931698463163
appropt,1e-10,90,-2.2689623953499307
appropt,1e-10,1234,-2.572806255590254
appropt,1e-10,61114,-3.1567714973697734
appropt,1e-10,977376,-3.651567705273107
appropt,1e-10,2822369,-4.545385582049164
appropt,1e-10,4965531,-5.622503989176404
appropt,1e-10,7203332,-6.698239732136307
appropt,1e-10,9471946,-7.772549511942934
appropt,1e-10,11757047,-8.56599214871544
appropt,1e-10,14050309,-8.920135724859536
appropt,1e-10,16348419,-9.280527127442591
appropt,1e-10,18650491,-9.645711287652604
appropt,1e-10,20954647,-10.014745696902617
appropt,1e-10,23258457,-10.386996509589522
appropt,1e-10,25563287,-10.762035700872456
appropt,1e-10,27865908,-11.139588808368524
appropt,1e-10,30165889,-11.519645988385573
appropt,1e-10,32447257,-11.902094234171091
appropt,1e-10,34723083,-11.902094234171091
appropt,1e-10,36981544,-12.287083762112317
appropt,1e-10,39206671,-12.675071205621071
appropt,1e-10,41369270,-13.06681967411172
appropt,1e-10,43450605,-13.463209656224551
appropt,1e-10,45418549,-13.854122962440423
appropt,1e-10,47280485,-14.205599725551036
appropt,1e-10,49030872,-14.501658564726881
appropt,1e-10,50578493,-14.830337769480543
appropt,1e-10,51945254,-15.204612232559496
appropt,1e-10,53136224,-15.53663573669367
appropt,1e-10,54134416,-15.800496107418063
appropt,1e-10,54927014,-16.1065721618784
appropt,1e-10,55580328,-16.34374445296275
appropt,1e-10,56083737,-16.535800261275753
appropt,1e-10,56452801,-16.70652264375595
appropt,1e-10,56720474,-16.70652264375595
appropt,1e-10,56934573,-16.83430591626776
appropt,1e-10,57066229,-16.93221153975179
appropt,1e-10,57161777,-16.93221153975179
appropt,1e-10,57241906,-16.93221153975179
appropt,1e-10,57285127,-17.00208521539266
appropt,1e-10,57306607,-17.00208521539266
appropt,1e-10,57322809,-17.00208521539266
appropt,1e-10,57338590,-17.00208521539266
appropt,1e-10,57344263,-17.00208521539266
appropt,1e-10,57359752,-17.00208521539266
appropt,1e-10,57361328,-17.00208521539266
appropt,1e-10,57362567,-17.00208521539266
appropt,1e-10,57364590,-17.00208521539266
appropt,1e-10,57364809,-17.00208521539266
appropt,1e-10,57364917,-17.00208521539266
appropt,1e-10,57364994,-17.00208521539266
appropt,1e-10,57365050,-17.00208521539266
appropt,1e-10,57365108,-17.00208521539266
appropt,1e-10,57365129,-17.00208521539266
