method,node,alpha,eps,runtime,Opertion
appr,522,0.003981071705534978,1e-08,298.83620052039623,1613636034
locgd,969,0.001,1e-08,556.5359904039651,4424725344
locgd,27,0.01584893192461114,1e-08,50.37170974072069,262573792
appr,121,0.01584893192461114,1e-08,63.84129148256034,388501930
locgd,198,0.002511886431509582,1e-08,270.75386531930417,1732066503
appr,198,0.039810717055349734,1e-08,15.238661120645702,101861478
locgd,384,0.01,1e-08,63.60274561308324,413780989
locgd,121,0.001,1e-08,554.9328499017283,4425580892
locgd,380,0.001584893192461114,1e-08,507.53971998766065,2785210989
locgd,362,0.025118864315095808,1e-08,28.754423494450748,158285842
appr,788,0.025118864315095808,1e-08,45.873870144598186,235256513
locgd,797,0.1,1e-08,2.178151436150074,10667027
aespappr,391,0.006309573444801936,1e-08,42.518504148349166,199937148
locgd,68,0.06309573444801933,1e-08,8.494392447173595,37520419
appr,857,0.01584893192461114,1e-08,67.42648742906749,387922783
locgd,362,0.039810717055349734,1e-08,16.57845715340227,91890016
locgd,0,0.002511886431509582,1e-08,308.92161442153156,1746190857
locgd,101,0.01,1e-08,116.4690307918936,425009298
aespappr,84,0.001584893192461114,1e-08,89.22783429175615,441485015
locgd,654,0.01,1e-08,70.31563180778176,427829793
locgd,28,0.003981071705534978,1e-08,189.47436956316233,1093241533
aespappr,857,0.06309573444801933,1e-08,5.557519122958183,27136089
aesplocgd,121,0.002511886431509582,1e-08,60.641520095057786,362029125
appr,68,0.006309573444801936,1e-08,203.99652772210538,1009691522
aesplocgd,541,0.06309573444801933,1e-08,4.912648381665349,27703703
appr,725,0.025118864315095808,1e-08,46.77446308732033,221833063
appr,583,0.001584893192461114,1e-08,963.8135172892362,4101799616
appr,198,0.001584893192461114,1e-08,741.7237824229524,4087985085
aesplocgd,934,0.01,1e-08,29.341528662480414,148921804
locgd,67,0.01,1e-08,63.04519006703049,411724206
aespappr,922,0.001584893192461114,1e-08,109.33102161809802,444112222
appr,471,0.01584893192461114,1e-08,77.2012193473056,387555378
aesplocgd,27,0.039810717055349734,1e-08,11.77294922620058,66603748
aespappr,661,0.003981071705534978,1e-08,85.86496928241104,263732051
aesplocgd,237,0.001,1e-08,140.706041184254,585057104
aesplocgd,788,0.01584893192461114,1e-08,19.267773219384253,117374807
appr,177,0.039810717055349734,1e-08,21.16311215981841,132460256
appr,391,0.006309573444801936,1e-08,178.24442856479436,1011442122
aespappr,654,0.003981071705534978,1e-08,51.4859618563205,263785231
aespappr,857,0.003981071705534978,1e-08,86.04805284645408,262185300
aespappr,627,0.001584893192461114,1e-08,90.191745092161,449210586
locgd,407,0.039810717055349734,1e-08,16.127073051407933,87788344
aesplocgd,785,0.039810717055349734,1e-08,12.957400928251445,58308289
appr,100,0.006309573444801936,1e-08,165.90052551589906,1003626337
aespappr,567,0.003981071705534978,1e-08,57.573648110963404,260302915
aespappr,380,0.001,1e-08,210.26104408223182,573371071
locgd,962,0.003981071705534978,1e-08,159.14295279886574,1095120917
aespappr,193,0.1,1e-08,2.4858551556244493,13873042
locgd,943,0.06309573444801933,1e-08,10.890758091583848,38159708
appr,489,0.003981071705534978,1e-08,391.6718778666109,1601393842
appr,237,0.1,1e-08,7.147190033458173,38629984
aespappr,50,0.06309573444801933,1e-08,5.400942618958652,27011454
aespappr,627,0.1,1e-08,5.289556997828186,23188115
locgd,922,0.003981071705534978,1e-08,186.0065942434594,1094525120
appr,193,0.006309573444801936,1e-08,222.62689557112753,1012032111
aespappr,962,0.1,1e-08,2.602653192356229,16746594
aespappr,362,0.1,1e-08,3.678585988469422,18103811
appr,785,0.01584893192461114,1e-08,92.35312046762556,383382089
locgd,67,0.001584893192461114,1e-08,538.3500174609944,2770278770
appr,943,0.025118864315095808,1e-08,45.616637953557074,228708852
aesplocgd,725,0.1,1e-08,3.541996662504971,15205179
aespappr,193,0.003981071705534978,1e-08,60.30210996046662,262041676
appr,84,0.039810717055349734,1e-08,28.64393524080515,120762480
aesplocgd,785,0.025118864315095808,1e-08,14.877793323248625,83146752
aesplocgd,384,0.006309573444801936,1e-08,46.883588469587266,209067251
aespappr,654,0.025118864315095808,1e-08,19.93022091407329,81637945
aespappr,121,0.01,1e-08,44.504160654731095,147653808
locgd,788,0.01584893192461114,1e-08,49.79833468887955,260791093
appr,362,0.025118864315095808,1e-08,52.25083686038852,239472941
locgd,541,0.025118864315095808,1e-08,25.179075825959444,143672193
aesplocgd,410,0.003981071705534978,1e-08,47.03405819833279,268129715
aespappr,28,0.006309573444801936,1e-08,41.27178421244025,205105114
locgd,996,0.01584893192461114,1e-08,46.16557470522821,249122104
aespappr,804,0.06309573444801933,1e-08,2.9814684744924307,16291178
locgd,100,0.002511886431509582,1e-08,310.8866310501471,1736594655
aesplocgd,421,0.002511886431509582,1e-08,46.48356155399233,360021913
appr,661,0.003981071705534978,1e-08,411.7761807097122,1625019768
appr,198,0.06309573444801933,1e-08,9.59485063701868,34117008
aesplocgd,100,0.001584893192461114,1e-08,71.9406929332763,462606514
aespappr,962,0.06309573444801933,1e-08,7.684096367098391,32729125
aespappr,121,0.1,1e-08,3.2895183842629194,14955302
appr,934,0.039810717055349734,1e-08,16.443551708944142,89623064
locgd,969,0.025118864315095808,1e-08,41.93690783530474,155498399
appr,380,0.002511886431509582,1e-08,368.2452763579786,2584238329
aespappr,489,0.01584893192461114,1e-08,25.876030505634844,91665180
aespappr,922,0.001,1e-08,179.50713209901005,571195257
aesplocgd,28,0.002511886431509582,1e-08,61.42009471077472,366066562
aespappr,943,0.003981071705534978,1e-08,32.968782796524465,259271192
aesplocgd,788,0.003981071705534978,1e-08,50.98896317370236,296654530
locgd,532,0.001584893192461114,1e-08,73.9360800050199,2782876735
locgd,100,0.003981071705534978,1e-08,167.7522788774222,1086080274
aesplocgd,800,0.025118864315095808,1e-08,16.59891778230667,87332470
aesplocgd,567,0.001584893192461114,1e-08,61.73830192256719,463841986
locgd,471,0.06309573444801933,1e-08,8.57021220959723,40663649
appr,84,0.01584893192461114,1e-08,92.77101780194789,382064003
aesplocgd,471,0.01,1e-08,33.15551932621747,160850630
aespappr,121,0.003981071705534978,1e-08,62.996816420927644,260150385
aesplocgd,193,0.025118864315095808,1e-08,11.870617783628404,79022212
appr,788,0.1,1e-08,8.064914230257273,28635306
appr,50,0.006309573444801936,1e-08,136.05720428936183,1009329434
aesplocgd,922,0.006309573444801936,1e-08,32.84837156068534,218109626
aespappr,101,0.01584893192461114,1e-08,35.072073612362146,109714011
appr,489,0.001584893192461114,1e-08,741.7751244688407,4084198479
aesplocgd,583,0.06309573444801933,1e-08,5.793970077298582,38419090
aespappr,654,0.01584893192461114,1e-08,26.231405107304454,114403023
aespappr,627,0.01584893192461114,1e-08,31.357000958174467,116409504
locgd,216,0.002511886431509582,1e-08,295.9373580692336,1738218348
aespappr,362,0.001,1e-08,144.5515361558646,570636474
locgd,198,0.003981071705534978,1e-08,181.4806877085939,1081631342
locgd,788,0.06309573444801933,1e-08,8.516093127429485,43473826
appr,661,0.039810717055349734,1e-08,32.87077035661787,144396960
aesplocgd,532,0.039810717055349734,1e-08,11.082330000586808,61526993
aespappr,627,0.003981071705534978,1e-08,59.51069038826972,266358726
appr,800,0.01,1e-08,130.74243610352278,637046193
appr,627,0.1,1e-08,8.794855429790914,43615354
aespappr,362,0.01,1e-08,35.36300380714238,154524449
aesplocgd,661,0.001,1e-08,128.51395740918815,586726599
appr,121,0.039810717055349734,1e-08,34.38187649752945,132483052
appr,788,0.001,1e-08,1396.8495704596862,6513260208
appr,725,0.01,1e-08,117.12082899175584,624893658
locgd,50,0.003981071705534978,1e-08,198.34937023930252,1089988013
locgd,0,0.06309573444801933,1e-08,13.089224106632173,47808513
aesplocgd,725,0.01,1e-08,26.301414974965155,155067252
aesplocgd,583,0.003981071705534978,1e-08,58.15257839951664,295915607
locgd,489,0.1,1e-08,0.6685350332409143,4431574
aespappr,31,0.1,1e-08,0.9279193188995123,4937949
aesplocgd,44,0.039810717055349734,1e-08,10.275234474800527,44354080
locgd,934,0.1,1e-08,0.5337993474677205,4132455
aesplocgd,177,0.1,1e-08,2.7339011561125517,19432850
aesplocgd,67,0.002511886431509582,1e-08,66.00245055742562,358981897
appr,391,0.001,1e-08,1644.901283994317,6509626247
appr,800,0.003981071705534978,1e-08,287.0136164557189,1625382456
locgd,943,0.001,1e-08,346.436003270559,4424263887
appr,68,0.06309573444801933,1e-08,14.327700093388557,58809977
aespappr,421,0.039810717055349734,1e-08,12.326904237270355,42469707
aespappr,193,0.025118864315095808,1e-08,17.73253489099443,74709009
aesplocgd,44,0.003981071705534978,1e-08,37.02709457371384,286053486
appr,391,0.06309573444801933,1e-08,13.2623471012339,64867165
aesplocgd,583,0.025118864315095808,1e-08,17.992958959192038,88037605
locgd,571,0.01584893192461114,1e-08,66.49989638943225,220373741
aesplocgd,391,0.039810717055349734,1e-08,14.73927044030279,62795184
locgd,177,0.006309573444801936,1e-08,108.38140834961087,682704292
aespappr,198,0.001584893192461114,1e-08,24.319046517834067,441548910
locgd,380,0.1,1e-08,3.2593922559171915,24153708
aespappr,532,0.001584893192461114,1e-08,85.5909265447408,445209405
aespappr,857,0.001584893192461114,1e-08,93.05378086399287,446036495
appr,410,0.006309573444801936,1e-08,158.07139903865755,997162555
aespappr,216,0.001,1e-08,222.20275353454053,566495632
appr,391,0.039810717055349734,1e-08,30.092732814140618,131541491
aespappr,237,0.01584893192461114,1e-08,34.97192374803126,113877050
locgd,121,0.003981071705534978,1e-08,213.1212075036019,1094794227
aesplocgd,571,0.01584893192461114,1e-08,20.787720282562077,89015575
aesplocgd,489,0.06309573444801933,1e-08,4.934608218260109,20020438
aespappr,969,0.025118864315095808,1e-08,21.60521006397903,82968890
aespappr,922,0.1,1e-08,2.3614991698414087,15209202
aesplocgd,101,0.039810717055349734,1e-08,10.634381236508489,56361141
locgd,410,0.002511886431509582,1e-08,360.07156917545944,1733159217
aesplocgd,800,0.006309573444801936,1e-08,39.90819707326591,222076023
locgd,567,0.002511886431509582,1e-08,327.10539885237813,1742800314
aespappr,410,0.1,1e-08,1.9862658260390162,6101336
locgd,100,0.1,1e-08,1.8500550147145987,9214967
aespappr,101,0.06309573444801933,1e-08,7.783621782436967,31026923
appr,407,0.025118864315095808,1e-08,40.081887622363865,234751132
locgd,797,0.001584893192461114,1e-08,484.02209331374615,2776741418
aesplocgd,237,0.06309573444801933,1e-08,7.73038562759757,40966603
aespappr,567,0.039810717055349734,1e-08,13.885608492419124,49800696
appr,804,0.1,1e-08,2.2376152956858277,8871103
aesplocgd,28,0.01,1e-08,23.821145857684314,164829007
aespappr,216,0.01,1e-08,21.59913494065404,138129476
aespappr,391,0.1,1e-08,3.822743160650134,13955625
appr,407,0.01,1e-08,117.43186207488179,630789445
appr,31,0.003981071705534978,1e-08,150.60790811292827,1598797992
appr,934,0.001584893192461114,1e-08,244.35432375222445,4084041857
locgd,804,0.025118864315095808,1e-08,29.41633651778102,133143821
locgd,233,0.025118864315095808,1e-08,33.07953719049692,153619215
locgd,380,0.039810717055349734,1e-08,14.02996888756752,93796527
locgd,800,0.002511886431509582,1e-08,291.2161423759535,1747776319
locgd,362,0.1,1e-08,5.1649622824043036,21974660
locgd,27,0.06309573444801933,1e-08,8.763807345181704,49019802
locgd,198,0.01,1e-08,63.272043759934604,411793211
aespappr,567,0.006309573444801936,1e-08,39.92518262472004,197193937
aesplocgd,410,0.025118864315095808,1e-08,16.984299146570265,64325155
appr,121,0.006309573444801936,1e-08,232.96986068040133,1013345251
aesplocgd,391,0.06309573444801933,1e-08,7.143263730220497,37670734
aesplocgd,177,0.001584893192461114,1e-08,67.48482210468501,459729474
appr,627,0.025118864315095808,1e-08,51.02527973242104,244901991
appr,996,0.001584893192461114,1e-08,719.1432699058205,4093154634
appr,943,0.1,1e-08,0.8315042750909925,23000002
aespappr,407,0.003981071705534978,1e-08,60.536589458584785,262709706
aespappr,233,0.01,1e-08,29.609524586237967,148645010
aespappr,410,0.039810717055349734,1e-08,7.759806503541768,32127295
locgd,84,0.1,1e-08,1.6611248133704066,10209323
aespappr,216,0.039810717055349734,1e-08,7.437403121963143,40751166
aespappr,996,0.006309573444801936,1e-08,52.62055588234216,190810406
aespappr,785,0.01584893192461114,1e-08,32.184755195863545,105450955
aesplocgd,193,0.039810717055349734,1e-08,6.13166016433388,52484697
locgd,177,0.001584893192461114,1e-08,464.06056149862707,2780069241
appr,100,0.01,1e-08,96.45876868721098,620614158
aesplocgd,0,0.01584893192461114,1e-08,19.243590225465596,121041236
aesplocgd,407,0.06309573444801933,1e-08,6.683650800958276,36534670
aespappr,571,0.001584893192461114,1e-08,94.62208371516317,427503787
aespappr,725,0.01,1e-08,28.33707678038627,141185697
aesplocgd,198,0.1,1e-08,1.0373987592756748,7053153
aesplocgd,996,0.06309573444801933,1e-08,4.16967642493546,26135601
appr,857,0.001584893192461114,1e-08,649.079045499675,4100706485
aesplocgd,996,0.006309573444801936,1e-08,50.385041736997664,209056090
aespappr,198,0.01584893192461114,1e-08,23.040874315425754,102110065
aesplocgd,198,0.002511886431509582,1e-08,59.333887642249465,358857504
appr,0,0.06309573444801933,1e-08,17.056055436842144,74885015
aespappr,725,0.006309573444801936,1e-08,38.2248997008428,192690797
aesplocgd,583,0.001584893192461114,1e-08,77.72191468905658,463265958
aesplocgd,969,0.001584893192461114,1e-08,46.62960552610457,463814129
aespappr,661,0.001,1e-08,239.7932304814458,575819491
aespappr,44,0.01584893192461114,1e-08,31.335543541237712,101085115
locgd,804,0.001,1e-08,457.0172878410667,4415775647
aesplocgd,489,0.01584893192461114,1e-08,24.247795187868178,98336534
aesplocgd,27,0.001,1e-08,74.9578089043498,585096818
locgd,609,0.002511886431509582,1e-08,155.7620830545202,1746244745
appr,407,0.001584893192461114,1e-08,672.8364957217127,4100138652
locgd,583,0.001,1e-08,565.181853142567,4425837033
locgd,27,0.025118864315095808,1e-08,34.10218991339207,158110516
locgd,857,0.003981071705534978,1e-08,227.34926972351968,1093179603
locgd,31,0.01584893192461114,1e-08,39.23998545575887,227057262
appr,384,0.1,1e-08,2.44002818595618,10393061
appr,50,0.025118864315095808,1e-08,58.01927302591503,230119196
appr,788,0.06309573444801933,1e-08,14.101332887075841,68115305
appr,943,0.01,1e-08,133.533110444434,628554876
aesplocgd,84,0.006309573444801936,1e-08,38.442062417045236,217773318
aesplocgd,583,0.01,1e-08,25.676781030371785,164238218
appr,44,0.006309573444801936,1e-08,154.42091619223356,1001113433
aespappr,471,0.006309573444801936,1e-08,38.08112565241754,198592823
locgd,571,0.039810717055349734,1e-08,6.603522817604244,32533881
appr,237,0.001584893192461114,1e-08,808.6072325231507,4104914438
aesplocgd,362,0.001,1e-08,63.67462113220245,586235414
aespappr,100,0.002511886431509582,1e-08,71.94113425631076,342360324
appr,100,0.01584893192461114,1e-08,69.16584645863622,377914594
aesplocgd,410,0.001,1e-08,110.98142527136952,574906121
appr,31,0.002511886431509582,1e-08,290.418624994345,2559193183
aesplocgd,788,0.006309573444801936,1e-08,39.84564473759383,220851779
aesplocgd,522,0.025118864315095808,1e-08,17.96077343635261,79079582
locgd,962,0.01584893192461114,1e-08,50.190359509550035,261795035
locgd,969,0.06309573444801933,1e-08,11.87477542925626,45313566
aespappr,785,0.003981071705534978,1e-08,65.24751956667751,259712283
aesplocgd,934,0.1,1e-08,0.8872748641297221,6540598
aespappr,28,0.025118864315095808,1e-08,17.32057653553784,79901777
aespappr,68,0.001,1e-08,177.58891833014786,571729056
aesplocgd,532,0.001584893192461114,1e-08,49.78620287030935,463594859
appr,100,0.003981071705534978,1e-08,242.75325719080865,1609384545
appr,857,0.001,1e-08,1692.769167209044,6511160108
aespappr,922,0.01584893192461114,1e-08,25.068615837022662,107701731
locgd,567,0.001584893192461114,1e-08,527.3709905492142,2779780482
appr,996,0.025118864315095808,1e-08,37.900930878706276,214884259
locgd,797,0.001,1e-08,529.7769920099527,4419705153
locgd,583,0.01,1e-08,70.72866876795888,425384630
aesplocgd,541,0.003981071705534978,1e-08,41.805985684506595,282909501
aesplocgd,567,0.025118864315095808,1e-08,16.869603744708,80681586
aesplocgd,654,0.006309573444801936,1e-08,31.103877706453204,223728272
appr,627,0.003981071705534978,1e-08,303.661414985545,1626798581
appr,31,0.006309573444801936,1e-08,190.59957310557365,990247730
appr,198,0.1,1e-08,1.0619061831384897,7700829
locgd,471,0.001584893192461114,1e-08,132.94966773409396,2780346361
locgd,857,0.002511886431509582,1e-08,367.2954137902707,1745217087
aesplocgd,583,0.006309573444801936,1e-08,50.03349214699119,220553347
locgd,193,0.039810717055349734,1e-08,16.40571748930961,85179425
aespappr,380,0.1,1e-08,4.404781145043671,19574546
locgd,996,0.025118864315095808,1e-08,39.1559086246416,140697536
locgd,237,0.01,1e-08,104.36922578513622,428362134
aesplocgd,177,0.06309573444801933,1e-08,6.090484616346657,38400823
aesplocgd,44,0.002511886431509582,1e-08,50.167989790439606,360264430
aespappr,522,0.006309573444801936,1e-08,49.810485830530524,198385067
aespappr,571,0.039810717055349734,1e-08,6.085529017262161,21615784
locgd,68,0.006309573444801936,1e-08,140.6437793103978,680475482
aesplocgd,788,0.001,1e-08,111.1051254523918,584989417
locgd,471,0.002511886431509582,1e-08,136.02811480965465,1742978919
aesplocgd,421,0.039810717055349734,1e-08,11.201152455992997,47788708
aespappr,996,0.001584893192461114,1e-08,114.73994085751474,438234546
aesplocgd,50,0.06309573444801933,1e-08,4.608640535734594,34619062
locgd,101,0.06309573444801933,1e-08,12.477415025234222,44683421
appr,198,0.003981071705534978,1e-08,261.77121868822724,1603508836
aesplocgd,380,0.001,1e-08,124.88456491753459,586592034
appr,391,0.1,1e-08,5.1999457236379385,25121506
locgd,410,0.025118864315095808,1e-08,22.65534200426191,125506486
aespappr,421,0.06309573444801933,1e-08,3.8223282508552074,20836509
appr,943,0.006309573444801936,1e-08,133.56848718598485,1011478741
locgd,800,0.001,1e-08,359.02681660000235,4428886322
aespappr,410,0.003981071705534978,1e-08,56.439688437618315,247595682
appr,471,0.006309573444801936,1e-08,164.10717649850994,1012547971
aespappr,233,0.001,1e-08,161.22492277249694,573064967
locgd,962,0.006309573444801936,1e-08,140.7134683970362,684919032
appr,943,0.001,1e-08,1040.6346574332565,6511772384
locgd,804,0.001584893192461114,1e-08,234.2038925429806,2770797148
locgd,50,0.001584893192461114,1e-08,459.55821565631777,2778960147
aespappr,384,0.025118864315095808,1e-08,15.750149931758642,63277084
aesplocgd,661,0.01,1e-08,29.63300373777747,169336078
aespappr,121,0.01584893192461114,1e-08,20.210930448956788,106992631
aesplocgd,28,0.01584893192461114,1e-08,14.92757610231638,119580475
aesplocgd,934,0.06309573444801933,1e-08,4.448268500156701,21207644
appr,996,0.002511886431509582,1e-08,485.8449144298211,2570738572
aespappr,804,0.001584893192461114,1e-08,21.988230428658426,435408500
appr,50,0.002511886431509582,1e-08,556.6906335875392,2574810572
aesplocgd,804,0.006309573444801936,1e-08,39.194914219900966,209212728
aesplocgd,198,0.01,1e-08,28.018385504372418,152643892
locgd,0,0.001584893192461114,1e-08,572.9521606033668,2786128228
appr,380,0.003981071705534978,1e-08,376.0744051001966,1624524118
locgd,50,0.06309573444801933,1e-08,9.910771341994405,39134202
aespappr,121,0.001,1e-08,216.061178535223,575912786
locgd,84,0.039810717055349734,1e-08,18.78945177141577,77618332
aesplocgd,193,0.003981071705534978,1e-08,44.20266650617123,293958584
locgd,797,0.01584893192461114,1e-08,42.43739672284573,253107048
appr,785,0.001,1e-08,1718.603609373793,6510660454
aespappr,177,0.001584893192461114,1e-08,90.31273686140776,445399778
locgd,800,0.01584893192461114,1e-08,49.060532703995705,264554085
aespappr,571,0.001,1e-08,207.10449696145952,557718020
appr,100,0.001,1e-08,1599.4832364171743,6503126843
aesplocgd,233,0.001584893192461114,1e-08,71.483997059986,462222530
aespappr,101,0.002511886431509582,1e-08,69.58424497023225,344217667
aesplocgd,27,0.002511886431509582,1e-08,50.176986422389746,366214841
locgd,934,0.002511886431509582,1e-08,87.34923980291933,1729876092
appr,121,0.003981071705534978,1e-08,234.37423759885132,1618855867
aesplocgd,571,0.039810717055349734,1e-08,6.700617742724717,30327358
locgd,177,0.025118864315095808,1e-08,38.85190433450043,154143891
appr,922,0.006309573444801936,1e-08,188.9354389430955,1014968950
appr,67,0.1,1e-08,1.8662806954234838,8226400
aespappr,100,0.001584893192461114,1e-08,94.34289337135851,446580053
aespappr,567,0.01,1e-08,28.484889645129442,147462131
aesplocgd,797,0.039810717055349734,1e-08,8.846042799763381,55064610
aespappr,68,0.06309573444801933,1e-08,7.340192873030901,26572302
appr,609,0.01,1e-08,107.08531650714576,634334420
appr,962,0.003981071705534978,1e-08,287.75556452572346,1621773954
locgd,100,0.01,1e-08,78.6775133414194,416866908
aesplocgd,198,0.01584893192461114,1e-08,17.114454521797597,105559933
locgd,627,0.006309573444801936,1e-08,119.88751997426152,688922070
aesplocgd,922,0.1,1e-08,3.143611208535731,19885745
aesplocgd,68,0.003981071705534978,1e-08,53.03391413576901,295069130
aespappr,471,0.039810717055349734,1e-08,11.583299021236598,50035835
appr,407,0.006309573444801936,1e-08,197.9957070844248,1013059331
locgd,67,0.06309573444801933,1e-08,5.850300076417625,21917993
locgd,233,0.006309573444801936,1e-08,113.11592512018979,681931630
locgd,583,0.002511886431509582,1e-08,345.0642080111429,1744775586
locgd,216,0.1,1e-08,2.0434904722496867,8682055
aespappr,609,0.006309573444801936,1e-08,42.647102205082774,199913878
locgd,384,0.001,1e-08,489.34736387990415,4417373975
aesplocgd,627,0.003981071705534978,1e-08,45.336595303379,301109875
locgd,421,0.01,1e-08,119.14782532770187,415680012
appr,962,0.01584893192461114,1e-08,71.64460586104542,391709035
appr,0,0.006309573444801936,1e-08,259.2754221977666,1017624215
appr,177,0.1,1e-08,2.539241621270776,26697025
locgd,44,0.002511886431509582,1e-08,320.6880026040599,1734682486
aesplocgd,101,0.06309573444801933,1e-08,8.194128155708313,38983561
locgd,121,0.01,1e-08,86.90101669542491,424716187
locgd,541,0.001,1e-08,519.7177731022239,4418733690
aespappr,922,0.06309573444801933,1e-08,5.285371481440961,30313382
locgd,68,0.001,1e-08,503.9406254608184,4422325688
locgd,943,0.002511886431509582,1e-08,275.1282592471689,1742695564
aespappr,216,0.025118864315095808,1e-08,15.464264435693622,67051852
locgd,193,0.1,1e-08,1.147456387989223,15919728
aespappr,857,0.025118864315095808,1e-08,14.7559616221115,75169875
appr,522,0.01584893192461114,1e-08,71.25240013748407,382645246
locgd,934,0.003981071705534978,1e-08,168.8081669844687,1079158175
aesplocgd,609,0.002511886431509582,1e-08,11.26257450133562,363133406
appr,969,0.01584893192461114,1e-08,72.01856854837388,389377040
aesplocgd,100,0.01,1e-08,22.3076827917248,159527327
locgd,471,0.006309573444801936,1e-08,118.73796280752867,682985638
aespappr,969,0.003981071705534978,1e-08,80.31846893765032,266926548
locgd,233,0.039810717055349734,1e-08,16.316740663722157,85551287
aesplocgd,532,0.01584893192461114,1e-08,20.69309641327709,122169292
appr,362,0.01,1e-08,117.43744542449713,634892854
aespappr,84,0.002511886431509582,1e-08,74.42549876868725,339087140
aespappr,489,0.003981071705534978,1e-08,67.48461624141783,250266731
aespappr,421,0.002511886431509582,1e-08,69.64664524234831,340182815
locgd,177,0.01584893192461114,1e-08,66.15454381331801,259270993
aespappr,996,0.01584893192461114,1e-08,17.52621242776513,98510112
aesplocgd,27,0.025118864315095808,1e-08,15.197362395003438,89005370
locgd,785,0.039810717055349734,1e-08,17.96340760961175,79578434
aesplocgd,567,0.06309573444801933,1e-08,8.307547583244741,32888288
locgd,541,0.1,1e-08,1.1414563339203596,7877843
locgd,44,0.1,1e-08,1.1936045717447996,6707324
locgd,100,0.039810717055349734,1e-08,18.249752362258732,76836244
appr,627,0.006309573444801936,1e-08,174.77263700496405,1021710433
locgd,410,0.003981071705534978,1e-08,235.77859959751368,1082191197
locgd,237,0.01584893192461114,1e-08,72.84313286002725,264355264
aespappr,522,0.039810717055349734,1e-08,13.465602617710829,46277096
appr,84,0.001584893192461114,1e-08,741.3359363274649,4095166913
aesplocgd,177,0.039810717055349734,1e-08,10.108826701529324,61304829
locgd,410,0.01,1e-08,60.433019610121846,409987671
aespappr,67,0.06309573444801933,1e-08,5.329696800559759,18553514
aespappr,27,0.003981071705534978,1e-08,67.15074624400586,266219580
locgd,237,0.06309573444801933,1e-08,12.059769859537482,50938126
locgd,571,0.003981071705534978,1e-08,236.89001108892262,1068885811
locgd,567,0.001,1e-08,440.46517781633884,4424571456
appr,421,0.025118864315095808,1e-08,66.00465240795165,219518299
appr,28,0.025118864315095808,1e-08,38.974083294160664,235084307
aespappr,233,0.006309573444801936,1e-08,55.121217500418425,199947303
aespappr,121,0.025118864315095808,1e-08,13.757660896517336,78716239
aespappr,50,0.003981071705534978,1e-08,82.38806484080851,261186740
appr,571,0.002511886431509582,1e-08,409.7372389631346,2549762663
aesplocgd,800,0.003981071705534978,1e-08,35.511708716861904,297548590
appr,410,0.06309573444801933,1e-08,7.451828429475427,27416233
appr,50,0.01584893192461114,1e-08,88.12883912492543,384535098
appr,609,0.006309573444801936,1e-08,129.26844537910074,1016936468
aespappr,532,0.003981071705534978,1e-08,25.414860784076154,262787243
aesplocgd,785,0.001584893192461114,1e-08,33.72076877579093,456868984
locgd,627,0.003981071705534978,1e-08,194.26081555522978,1099161927
aesplocgd,571,0.1,1e-08,0.8261264739558101,1951998
aesplocgd,857,0.001,1e-08,130.2777025392279,584159206
aespappr,571,0.025118864315095808,1e-08,15.669336754828691,49699211
aesplocgd,68,0.001,1e-08,113.73441782873124,584934460
aespappr,410,0.002511886431509582,1e-08,79.27968340739608,328712728
locgd,962,0.1,1e-08,3.0559498481452465,20957241
aespappr,100,0.006309573444801936,1e-08,32.30557676125318,197519831
aesplocgd,489,0.025118864315095808,1e-08,13.644502921029925,66713662
aesplocgd,922,0.003981071705534978,1e-08,51.32225312106311,289693728
locgd,725,0.039810717055349734,1e-08,12.774361479096115,76119546
aespappr,362,0.001584893192461114,1e-08,24.601473935879767,444970443
aespappr,100,0.06309573444801933,1e-08,4.3094783909618855,23488425
aesplocgd,969,0.006309573444801936,1e-08,47.106634421274066,223068905
aesplocgd,121,0.039810717055349734,1e-08,15.341674694791436,58973594
aespappr,788,0.001584893192461114,1e-08,48.21018281951547,445435181
locgd,571,0.002511886431509582,1e-08,286.9246245417744,1719362441
aesplocgd,804,0.025118864315095808,1e-08,13.996682095341384,71078976
aesplocgd,384,0.1,1e-08,2.5359279084950686,9091016
aespappr,27,0.025118864315095808,1e-08,18.169817184098065,87417527
aespappr,785,0.001584893192461114,1e-08,67.24990051891655,448711738
aesplocgd,489,0.01,1e-08,33.70402465201914,141713969
locgd,627,0.1,1e-08,6.230368277058005,27924443
appr,532,0.002511886431509582,1e-08,410.27094714622945,2581919626
aesplocgd,27,0.01584893192461114,1e-08,20.291174593381584,123370848
appr,943,0.039810717055349734,1e-08,26.08080890122801,125276917
aesplocgd,962,0.006309573444801936,1e-08,38.38613697793335,221826772
locgd,788,0.039810717055349734,1e-08,17.22866177558899,87363899
aespappr,68,0.025118864315095808,1e-08,17.379425643011928,74367708
aesplocgd,421,0.001584893192461114,1e-08,45.16017521545291,455871213
locgd,583,0.006309573444801936,1e-08,179.53269213810563,684173633
appr,489,0.002511886431509582,1e-08,430.38216943852603,2561704492
appr,785,0.06309573444801933,1e-08,15.811125706881285,55927927
locgd,177,0.039810717055349734,1e-08,15.594731518998742,85965232
aespappr,785,0.01,1e-08,30.92243126221001,144808726
aespappr,661,0.006309573444801936,1e-08,45.169339617714286,203325434
appr,522,0.06309573444801933,1e-08,14.918595166876912,57071844
locgd,567,0.01584893192461114,1e-08,64.09060907829553,259039179
